Data supplied by UK-AIR on 6/7/2011
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,London Westminster,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"Sulphur dioxide",status,unit,"Daily measured PM<sub>2.5</sub> (uncorrected)",status,unit
03-04-2010,23:00,0.2,R,mgm-3,3,R,ugm-3,32,R,ugm-3,36,R,ugm-3,62,R,ugm-3,0,R,ugm-3,,,
03-04-2010,24:00,0.2,R,mgm-3,3,R,ugm-3,38,R,ugm-3,42,R,ugm-3,54,R,ugm-3,3,R,ugm-3,,,
04-04-2010,01:00,0.1,R,mgm-3,1,R,ugm-3,40,R,ugm-3,42,R,ugm-3,50,R,ugm-3,0,R,ugm-3,,,
04-04-2010,02:00,0.1,R,mgm-3,3,R,ugm-3,52,R,ugm-3,55,R,ugm-3,36,R,ugm-3,3,R,ugm-3,,,
04-04-2010,03:00,0.1,R,mgm-3,3,R,ugm-3,38,R,ugm-3,42,R,ugm-3,36,R,ugm-3,3,R,ugm-3,,,
04-04-2010,04:00,0.1,R,mgm-3,3,R,ugm-3,34,R,ugm-3,38,R,ugm-3,30,R,ugm-3,3,R,ugm-3,,,
04-04-2010,05:00,0.1,R,mgm-3,3,R,ugm-3,29,R,ugm-3,32,R,ugm-3,44,R,ugm-3,3,R,ugm-3,,,
04-04-2010,06:00,0.1,R,mgm-3,4,R,ugm-3,34,R,ugm-3,40,R,ugm-3,48,R,ugm-3,0,R,ugm-3,,,
04-04-2010,07:00,0.1,R,mgm-3,3,R,ugm-3,31,R,ugm-3,34,R,ugm-3,50,R,ugm-3,3,R,ugm-3,,,
04-04-2010,08:00,0.1,R,mgm-3,4,R,ugm-3,29,R,ugm-3,34,R,ugm-3,50,R,ugm-3,3,R,ugm-3,,,
04-04-2010,09:00,0.1,R,mgm-3,6,R,ugm-3,25,R,ugm-3,34,R,ugm-3,58,R,ugm-3,0,R,ugm-3,,,
04-04-2010,10:00,0.1,R,mgm-3,8,R,ugm-3,29,R,ugm-3,40,R,ugm-3,56,R,ugm-3,0,R,ugm-3,,,
04-04-2010,11:00,0.1,R,mgm-3,6,R,ugm-3,29,R,ugm-3,38,R,ugm-3,62,R,ugm-3,0,R,ugm-3,,,
04-04-2010,12:00,0.1,R,mgm-3,8,R,ugm-3,31,R,ugm-3,42,R,ugm-3,56,R,ugm-3,0,R,ugm-3,,,
04-04-2010,13:00,0.1,R,mgm-3,6,R,ugm-3,25,R,ugm-3,34,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
04-04-2010,14:00,0.1,R,mgm-3,6,R,ugm-3,25,R,ugm-3,34,R,ugm-3,64,R,ugm-3,0,R,ugm-3,,,
04-04-2010,15:00,0.1,R,mgm-3,8,R,ugm-3,27,R,ugm-3,38,R,ugm-3,62,R,ugm-3,0,R,ugm-3,,,
04-04-2010,16:00,0.1,R,mgm-3,6,R,ugm-3,21,R,ugm-3,31,R,ugm-3,68,R,ugm-3,0,R,ugm-3,,,
04-04-2010,17:00,0.1,R,mgm-3,6,R,ugm-3,27,R,ugm-3,36,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
04-04-2010,18:00,0.1,R,mgm-3,8,R,ugm-3,38,R,ugm-3,50,R,ugm-3,54,R,ugm-3,0,R,ugm-3,,,
04-04-2010,19:00,0.2,R,mgm-3,5,R,ugm-3,42,R,ugm-3,50,R,ugm-3,46,R,ugm-3,0,R,ugm-3,,,
04-04-2010,20:00,0.2,R,mgm-3,5,R,ugm-3,48,R,ugm-3,55,R,ugm-3,40,R,ugm-3,0,R,ugm-3,,,
04-04-2010,21:00,0.2,R,mgm-3,5,R,ugm-3,52,R,ugm-3,59,R,ugm-3,36,R,ugm-3,3,R,ugm-3,,,
04-04-2010,22:00,0.1,R,mgm-3,3,R,ugm-3,36,R,ugm-3,40,R,ugm-3,50,R,ugm-3,0,R,ugm-3,,,
04-04-2010,23:00,0.1,R,mgm-3,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,58,R,ugm-3,0,R,ugm-3,,,
04-04-2010,24:00,0.1,R,mgm-3,1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,56,R,ugm-3,0,R,ugm-3,,,
05-04-2010,01:00,0.2,R,mgm-3,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
05-04-2010,02:00,0.2,R,mgm-3,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
05-04-2010,03:00,0.2,R,mgm-3,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,62,R,ugm-3,0,R,ugm-3,,,
05-04-2010,04:00,0.2,R,mgm-3,1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,66,R,ugm-3,3,R,ugm-3,,,
05-04-2010,05:00,0.2,R,mgm-3,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,58,R,ugm-3,3,R,ugm-3,,,
05-04-2010,06:00,0.2,R,mgm-3,4,R,ugm-3,38,R,ugm-3,44,R,ugm-3,42,R,ugm-3,5,R,ugm-3,,,
05-04-2010,07:00,0.2,R,mgm-3,8,R,ugm-3,40,R,ugm-3,52,R,ugm-3,42,R,ugm-3,3,R,ugm-3,,,
05-04-2010,08:00,0.2,R,mgm-3,6,R,ugm-3,29,R,ugm-3,38,R,ugm-3,54,R,ugm-3,3,R,ugm-3,,,
05-04-2010,09:00,0.2,R,mgm-3,4,R,ugm-3,25,R,ugm-3,31,R,ugm-3,62,R,ugm-3,3,R,ugm-3,,,
05-04-2010,10:00,0.2,R,mgm-3,5,R,ugm-3,19,R,ugm-3,27,R,ugm-3,66,R,ugm-3,0,R,ugm-3,,,
05-04-2010,11:00,0.2,R,mgm-3,4,R,ugm-3,19,R,ugm-3,25,R,ugm-3,70,R,ugm-3,0,R,ugm-3,,,
05-04-2010,12:00,0.2,R,mgm-3,5,R,ugm-3,19,R,ugm-3,27,R,ugm-3,72,R,ugm-3,0,R,ugm-3,,,
05-04-2010,13:00,0.1,R,mgm-3,6,R,ugm-3,13,R,ugm-3,23,R,ugm-3,80,R,ugm-3,3,R,ugm-3,,,
05-04-2010,14:00,0.1,R,mgm-3,4,R,ugm-3,15,R,ugm-3,21,R,ugm-3,84,R,ugm-3,0,R,ugm-3,,,
05-04-2010,15:00,0.1,R,mgm-3,5,R,ugm-3,15,R,ugm-3,23,R,ugm-3,84,R,ugm-3,0,R,ugm-3,,,
05-04-2010,16:00,0.1,R,mgm-3,3,R,ugm-3,13,R,ugm-3,17,R,ugm-3,84,R,ugm-3,0,R,ugm-3,,,
05-04-2010,17:00,0.1,R,mgm-3,3,R,ugm-3,17,R,ugm-3,21,R,ugm-3,82,R,ugm-3,0,R,ugm-3,,,
05-04-2010,18:00,0.2,R,mgm-3,1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,82,R,ugm-3,0,R,ugm-3,,,
05-04-2010,19:00,0.2,R,mgm-3,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,78,R,ugm-3,0,R,ugm-3,,,
05-04-2010,20:00,0.2,R,mgm-3,1,R,ugm-3,31,R,ugm-3,32,R,ugm-3,66,R,ugm-3,0,R,ugm-3,,,
05-04-2010,21:00,0.2,R,mgm-3,1,R,ugm-3,32,R,ugm-3,34,R,ugm-3,64,R,ugm-3,0,R,ugm-3,,,
05-04-2010,22:00,0.2,R,mgm-3,1,R,ugm-3,32,R,ugm-3,34,R,ugm-3,58,R,ugm-3,0,R,ugm-3,,,
05-04-2010,23:00,0.2,R,mgm-3,1,R,ugm-3,29,R,ugm-3,31,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
05-04-2010,24:00,0.2,R,mgm-3,1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,62,R,ugm-3,0,R,ugm-3,,,
06-04-2010,01:00,0.2,R,mgm-3,0,R,ugm-3,21,R,ugm-3,21,R,ugm-3,64,R,ugm-3,0,R,ugm-3,,,
06-04-2010,02:00,0.1,R,mgm-3,1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,68,R,ugm-3,0,R,ugm-3,,,
06-04-2010,03:00,0.2,R,mgm-3,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,62,R,ugm-3,0,R,ugm-3,,,
06-04-2010,04:00,0.2,R,mgm-3,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,56,R,ugm-3,0,R,ugm-3,,,
06-04-2010,05:00,0.2,R,mgm-3,1,R,ugm-3,34,R,ugm-3,36,R,ugm-3,46,R,ugm-3,0,R,ugm-3,,,
06-04-2010,06:00,0.2,R,mgm-3,9,R,ugm-3,53,R,ugm-3,67,R,ugm-3,30,R,ugm-3,0,R,ugm-3,,,
06-04-2010,07:00,0.3,R,mgm-3,21,R,ugm-3,71,R,ugm-3,103,R,ugm-3,24,R,ugm-3,3,R,ugm-3,,,
06-04-2010,08:00,0.2,R,mgm-3,43,R,ugm-3,69,R,ugm-3,134,R,ugm-3,38,R,ugm-3,5,R,ugm-3,,,
06-04-2010,09:00,0.2,R,mgm-3,9,R,ugm-3,32,R,ugm-3,46,R,ugm-3,60,R,ugm-3,3,R,ugm-3,,,
06-04-2010,10:00,0.2,R,mgm-3,6,R,ugm-3,23,R,ugm-3,32,R,ugm-3,70,R,ugm-3,3,R,ugm-3,,,
06-04-2010,11:00,0.1,R,mgm-3,5,R,ugm-3,19,R,ugm-3,27,R,ugm-3,78,R,ugm-3,3,R,ugm-3,,,
06-04-2010,12:00,0.1,R,mgm-3,5,R,ugm-3,19,R,ugm-3,27,R,ugm-3,78,R,ugm-3,3,R,ugm-3,,,
06-04-2010,13:00,0.2,R,mgm-3,4,R,ugm-3,21,R,ugm-3,27,R,ugm-3,82,R,ugm-3,3,R,ugm-3,,,
06-04-2010,14:00,0.2,R,mgm-3,5,R,ugm-3,21,R,ugm-3,29,R,ugm-3,80,R,ugm-3,3,R,ugm-3,,,
06-04-2010,15:00,0.2,R,mgm-3,4,R,ugm-3,21,R,ugm-3,27,R,ugm-3,82,R,ugm-3,3,R,ugm-3,,,
06-04-2010,16:00,0.2,R,mgm-3,4,R,ugm-3,19,R,ugm-3,25,R,ugm-3,84,R,ugm-3,3,R,ugm-3,,,
06-04-2010,17:00,0.2,R,mgm-3,4,R,ugm-3,25,R,ugm-3,31,R,ugm-3,80,R,ugm-3,3,R,ugm-3,,,
06-04-2010,18:00,0.2,R,mgm-3,3,R,ugm-3,32,R,ugm-3,36,R,ugm-3,72,R,ugm-3,0,R,ugm-3,,,
06-04-2010,19:00,0.2,R,mgm-3,3,R,ugm-3,42,R,ugm-3,46,R,ugm-3,58,R,ugm-3,0,R,ugm-3,,,
06-04-2010,20:00,0.3,R,mgm-3,4,R,ugm-3,63,R,ugm-3,69,R,ugm-3,40,R,ugm-3,3,R,ugm-3,,,
06-04-2010,21:00,0.3,R,mgm-3,6,R,ugm-3,67,R,ugm-3,76,R,ugm-3,34,R,ugm-3,3,R,ugm-3,,,
06-04-2010,22:00,0.3,R,mgm-3,4,R,ugm-3,61,R,ugm-3,67,R,ugm-3,38,R,ugm-3,3,R,ugm-3,,,
06-04-2010,23:00,0.3,R,mgm-3,4,R,ugm-3,59,R,ugm-3,65,R,ugm-3,34,R,ugm-3,3,R,ugm-3,,,
06-04-2010,24:00,0.3,R,mgm-3,4,R,ugm-3,61,R,ugm-3,67,R,ugm-3,30,R,ugm-3,3,R,ugm-3,,,
07-04-2010,01:00,0.2,R,mgm-3,1,R,ugm-3,55,R,ugm-3,57,R,ugm-3,32,R,ugm-3,3,R,ugm-3,,,
07-04-2010,02:00,0.1,R,mgm-3,1,R,ugm-3,42,R,ugm-3,44,R,ugm-3,40,R,ugm-3,3,R,ugm-3,,,
07-04-2010,03:00,0.1,R,mgm-3,1,R,ugm-3,38,R,ugm-3,40,R,ugm-3,40,R,ugm-3,5,R,ugm-3,,,
07-04-2010,04:00,0.1,R,mgm-3,1,R,ugm-3,42,R,ugm-3,44,R,ugm-3,34,R,ugm-3,3,R,ugm-3,,,
07-04-2010,05:00,0.1,R,mgm-3,3,R,ugm-3,53,R,ugm-3,57,R,ugm-3,22,R,ugm-3,8,R,ugm-3,,,
07-04-2010,06:00,0.3,R,mgm-3,26,R,ugm-3,86,R,ugm-3,126,R,ugm-3,4,R,ugm-3,11,R,ugm-3,,,
07-04-2010,07:00,0.3,R,mgm-3,70,R,ugm-3,109,R,ugm-3,216,R,ugm-3,4,R,ugm-3,8,R,ugm-3,,,
07-04-2010,08:00,0.6,R,mgm-3,119,R,ugm-3,126,R,ugm-3,308,R,ugm-3,4,R,ugm-3,11,R,ugm-3,,,
07-04-2010,09:00,0.5,R,mgm-3,85,R,ugm-3,99,R,ugm-3,229,R,ugm-3,6,R,ugm-3,8,R,ugm-3,,,
07-04-2010,10:00,0.3,R,mgm-3,73,R,ugm-3,88,R,ugm-3,199,R,ugm-3,10,R,ugm-3,8,R,ugm-3,,,
07-04-2010,11:00,0.2,R,mgm-3,56,R,ugm-3,78,R,ugm-3,164,R,ugm-3,8,R,ugm-3,5,R,ugm-3,,,
07-04-2010,12:00,0.2,R,mgm-3,44,R,ugm-3,73,R,ugm-3,139,R,ugm-3,10,R,ugm-3,5,R,ugm-3,,,
07-04-2010,13:00,0.2,R,mgm-3,28,R,ugm-3,67,R,ugm-3,109,R,ugm-3,20,R,ugm-3,5,R,ugm-3,,,
07-04-2010,14:00,0.2,R,mgm-3,34,R,ugm-3,80,R,ugm-3,132,R,ugm-3,14,R,ugm-3,5,R,ugm-3,,,
07-04-2010,15:00,0.1,R,mgm-3,35,R,ugm-3,82,R,ugm-3,136,R,ugm-3,18,R,ugm-3,5,R,ugm-3,,,
07-04-2010,16:00,0.1,R,mgm-3,30,R,ugm-3,73,R,ugm-3,118,R,ugm-3,20,R,ugm-3,5,R,ugm-3,,,
07-04-2010,17:00,0.2,R,mgm-3,24,R,ugm-3,67,R,ugm-3,103,R,ugm-3,24,R,ugm-3,5,R,ugm-3,,,
07-04-2010,18:00,0.2,R,mgm-3,16,R,ugm-3,73,R,ugm-3,97,R,ugm-3,26,R,ugm-3,8,R,ugm-3,,,
07-04-2010,19:00,0.1,R,mgm-3,14,R,ugm-3,67,R,ugm-3,88,R,ugm-3,26,R,ugm-3,5,R,ugm-3,,,
07-04-2010,20:00,0.1,R,mgm-3,15,R,ugm-3,65,R,ugm-3,88,R,ugm-3,28,R,ugm-3,5,R,ugm-3,,,
07-04-2010,21:00,0.2,R,mgm-3,13,R,ugm-3,71,R,ugm-3,90,R,ugm-3,20,R,ugm-3,5,R,ugm-3,,,
07-04-2010,22:00,0.2,R,mgm-3,16,R,ugm-3,78,R,ugm-3,103,R,ugm-3,10,R,ugm-3,3,R,ugm-3,,,
07-04-2010,23:00,0.2,R,mgm-3,13,R,ugm-3,69,R,ugm-3,88,R,ugm-3,14,R,ugm-3,3,R,ugm-3,,,
07-04-2010,24:00,0.1,R,mgm-3,5,R,ugm-3,42,R,ugm-3,50,R,ugm-3,34,R,ugm-3,3,R,ugm-3,,,
08-04-2010,01:00,0.2,R,mgm-3,3,R,ugm-3,38,R,ugm-3,42,R,ugm-3,32,R,ugm-3,3,R,ugm-3,,,
08-04-2010,02:00,0.2,R,mgm-3,3,R,ugm-3,38,R,ugm-3,42,R,ugm-3,32,R,ugm-3,3,R,ugm-3,,,
08-04-2010,03:00,0.2,R,mgm-3,3,R,ugm-3,40,R,ugm-3,44,R,ugm-3,28,R,ugm-3,3,R,ugm-3,,,
08-04-2010,04:00,0.2,R,mgm-3,6,R,ugm-3,55,R,ugm-3,65,R,ugm-3,14,R,ugm-3,3,R,ugm-3,,,
08-04-2010,05:00,0.2,R,mgm-3,9,R,ugm-3,59,R,ugm-3,73,R,ugm-3,8,R,ugm-3,3,R,ugm-3,,,
08-04-2010,06:00,0.3,R,mgm-3,39,R,ugm-3,80,R,ugm-3,139,R,ugm-3,2,R,ugm-3,5,R,ugm-3,,,
08-04-2010,07:00,0.3,R,mgm-3,70,R,ugm-3,96,R,ugm-3,202,R,ugm-3,4,R,ugm-3,5,R,ugm-3,,,
08-04-2010,08:00,0.5,R,mgm-3,83,R,ugm-3,101,R,ugm-3,227,R,ugm-3,8,R,ugm-3,5,R,ugm-3,,,
08-04-2010,09:00,0.3,R,mgm-3,39,R,ugm-3,82,R,ugm-3,141,R,ugm-3,20,R,ugm-3,5,R,ugm-3,,,
08-04-2010,10:00,0.2,R,mgm-3,30,R,ugm-3,65,R,ugm-3,111,R,ugm-3,36,R,ugm-3,3,R,ugm-3,,,
08-04-2010,11:00,0.1,R,mgm-3,16,R,ugm-3,48,R,ugm-3,73,R,ugm-3,50,R,ugm-3,0,R,ugm-3,,,
08-04-2010,12:00,0.1,R,mgm-3,15,R,ugm-3,42,R,ugm-3,65,R,ugm-3,56,R,ugm-3,0,R,ugm-3,,,
08-04-2010,13:00,0.1,R,mgm-3,19,R,ugm-3,44,R,ugm-3,73,R,ugm-3,54,R,ugm-3,3,R,ugm-3,,,
08-04-2010,14:00,0.2,R,mgm-3,16,R,ugm-3,50,R,ugm-3,74,R,ugm-3,56,R,ugm-3,3,R,ugm-3,,,
08-04-2010,15:00,0.2,R,mgm-3,13,R,ugm-3,42,R,ugm-3,61,R,ugm-3,58,R,ugm-3,0,R,ugm-3,,,
08-04-2010,16:00,0.2,R,mgm-3,23,R,ugm-3,59,R,ugm-3,94,R,ugm-3,48,R,ugm-3,0,R,ugm-3,,,
08-04-2010,17:00,0.2,R,mgm-3,13,R,ugm-3,59,R,ugm-3,78,R,ugm-3,48,R,ugm-3,0,R,ugm-3,,,
08-04-2010,18:00,0.2,R,mgm-3,10,R,ugm-3,63,R,ugm-3,78,R,ugm-3,42,R,ugm-3,0,R,ugm-3,,,
08-04-2010,19:00,0.2,R,mgm-3,15,R,ugm-3,76,R,ugm-3,99,R,ugm-3,26,R,ugm-3,0,R,ugm-3,,,
08-04-2010,20:00,0.3,R,mgm-3,15,R,ugm-3,82,R,ugm-3,105,R,ugm-3,22,R,ugm-3,0,R,ugm-3,,,
08-04-2010,21:00,0.3,R,mgm-3,34,R,ugm-3,103,R,ugm-3,155,R,ugm-3,4,R,ugm-3,3,R,ugm-3,,,
08-04-2010,22:00,0.5,R,mgm-3,19,R,ugm-3,101,R,ugm-3,130,R,ugm-3,2,R,ugm-3,3,R,ugm-3,,,
08-04-2010,23:00,0.5,R,mgm-3,15,R,ugm-3,90,R,ugm-3,113,R,ugm-3,4,R,ugm-3,3,R,ugm-3,,,
08-04-2010,24:00,0.6,R,mgm-3,26,R,ugm-3,94,R,ugm-3,134,R,ugm-3,2,R,ugm-3,3,R,ugm-3,,,
09-04-2010,01:00,0.3,R,mgm-3,34,R,ugm-3,92,R,ugm-3,143,R,ugm-3,2,R,ugm-3,3,R,ugm-3,,,
09-04-2010,02:00,0.5,R,mgm-3,40,R,ugm-3,96,R,ugm-3,157,R,ugm-3,2,R,ugm-3,5,R,ugm-3,,,
09-04-2010,03:00,0.5,R,mgm-3,45,R,ugm-3,92,R,ugm-3,160,R,ugm-3,2,R,ugm-3,5,R,ugm-3,,,
09-04-2010,04:00,0.5,R,mgm-3,50,R,ugm-3,90,R,ugm-3,166,R,ugm-3,2,R,ugm-3,5,R,ugm-3,,,
09-04-2010,05:00,0.3,R,mgm-3,53,R,ugm-3,86,R,ugm-3,166,R,ugm-3,2,R,ugm-3,5,R,ugm-3,,,
09-04-2010,06:00,0.5,R,mgm-3,65,R,ugm-3,92,R,ugm-3,191,R,ugm-3,2,R,ugm-3,5,R,ugm-3,,,
09-04-2010,07:00,0.3,R,mgm-3,78,R,ugm-3,96,R,ugm-3,214,R,ugm-3,4,R,ugm-3,5,R,ugm-3,,,
09-04-2010,08:00,0.7,R,mgm-3,136,R,ugm-3,122,R,ugm-3,330,R,ugm-3,4,R,ugm-3,11,R,ugm-3,,,
09-04-2010,09:00,0.7,R,mgm-3,173,R,ugm-3,149,R,ugm-3,413,R,ugm-3,6,R,ugm-3,13,R,ugm-3,,,
09-04-2010,10:00,0.6,R,mgm-3,136,R,ugm-3,147,R,ugm-3,355,R,ugm-3,8,R,ugm-3,11,R,ugm-3,,,
09-04-2010,11:00,0.2,R,mgm-3,31,R,ugm-3,73,R,ugm-3,120,R,ugm-3,46,R,ugm-3,3,R,ugm-3,,,
09-04-2010,12:00,0.1,R,mgm-3,10,R,ugm-3,44,R,ugm-3,59,R,ugm-3,72,R,ugm-3,3,R,ugm-3,,,
09-04-2010,13:00,0.1,R,mgm-3,13,R,ugm-3,46,R,ugm-3,65,R,ugm-3,66,R,ugm-3,3,R,ugm-3,,,
09-04-2010,14:00,0.1,R,mgm-3,13,R,ugm-3,59,R,ugm-3,78,R,ugm-3,58,R,ugm-3,3,R,ugm-3,,,
09-04-2010,15:00,0.1,R,mgm-3,13,R,ugm-3,61,R,ugm-3,80,R,ugm-3,62,R,ugm-3,3,R,ugm-3,,,
09-04-2010,16:00,0.1,R,mgm-3,14,R,ugm-3,59,R,ugm-3,80,R,ugm-3,62,R,ugm-3,0,R,ugm-3,,,
09-04-2010,17:00,0.1,R,mgm-3,11,R,ugm-3,63,R,ugm-3,80,R,ugm-3,50,R,ugm-3,0,R,ugm-3,,,
09-04-2010,18:00,0.1,R,mgm-3,11,R,ugm-3,71,R,ugm-3,88,R,ugm-3,42,R,ugm-3,0,R,ugm-3,,,
09-04-2010,19:00,0.2,R,mgm-3,9,R,ugm-3,73,R,ugm-3,86,R,ugm-3,32,R,ugm-3,0,R,ugm-3,,,
09-04-2010,20:00,0.2,R,mgm-3,6,R,ugm-3,78,R,ugm-3,88,R,ugm-3,28,R,ugm-3,8,R,ugm-3,,,
09-04-2010,21:00,0.2,R,mgm-3,5,R,ugm-3,69,R,ugm-3,76,R,ugm-3,32,R,ugm-3,5,R,ugm-3,,,
09-04-2010,22:00,0.2,R,mgm-3,10,R,ugm-3,82,R,ugm-3,97,R,ugm-3,10,R,ugm-3,8,R,ugm-3,,,
09-04-2010,23:00,0.1,R,mgm-3,10,R,ugm-3,74,R,ugm-3,90,R,ugm-3,4,R,ugm-3,16,R,ugm-3,,,
09-04-2010,24:00,0.1,R,mgm-3,8,R,ugm-3,82,R,ugm-3,94,R,ugm-3,6,R,ugm-3,13,R,ugm-3,,,
10-04-2010,01:00,0.2,R,mgm-3,6,R,ugm-3,76,R,ugm-3,86,R,ugm-3,8,R,ugm-3,11,R,ugm-3,,,
10-04-2010,02:00,0.3,R,mgm-3,13,R,ugm-3,80,R,ugm-3,99,R,ugm-3,2,R,ugm-3,11,R,ugm-3,,,
10-04-2010,03:00,0.3,R,mgm-3,14,R,ugm-3,80,R,ugm-3,101,R,ugm-3,2,R,ugm-3,11,R,ugm-3,,,
10-04-2010,04:00,0.3,R,mgm-3,11,R,ugm-3,78,R,ugm-3,96,R,ugm-3,2,R,ugm-3,11,R,ugm-3,,,
10-04-2010,05:00,0.3,R,mgm-3,25,R,ugm-3,84,R,ugm-3,122,R,ugm-3,0,R,ugm-3,11,R,ugm-3,,,
10-04-2010,06:00,0.3,R,mgm-3,44,R,ugm-3,86,R,ugm-3,153,R,ugm-3,2,R,ugm-3,11,R,ugm-3,,,
10-04-2010,07:00,0.3,R,mgm-3,48,R,ugm-3,84,R,ugm-3,157,R,ugm-3,6,R,ugm-3,11,R,ugm-3,,,
10-04-2010,08:00,0.3,R,mgm-3,50,R,ugm-3,88,R,ugm-3,164,R,ugm-3,10,R,ugm-3,11,R,ugm-3,,,
10-04-2010,09:00,0.3,R,mgm-3,43,R,ugm-3,82,R,ugm-3,147,R,ugm-3,18,R,ugm-3,8,R,ugm-3,,,
10-04-2010,10:00,0.2,R,mgm-3,25,R,ugm-3,71,R,ugm-3,109,R,ugm-3,34,R,ugm-3,5,R,ugm-3,,,
10-04-2010,11:00,0.2,R,mgm-3,11,R,ugm-3,42,R,ugm-3,59,R,ugm-3,58,R,ugm-3,5,R,ugm-3,,,
10-04-2010,12:00,0.2,R,mgm-3,10,R,ugm-3,34,R,ugm-3,50,R,ugm-3,70,R,ugm-3,3,R,ugm-3,,,
10-04-2010,13:00,0.2,R,mgm-3,9,R,ugm-3,38,R,ugm-3,52,R,ugm-3,70,R,ugm-3,0,R,ugm-3,,,
10-04-2010,14:00,0.2,R,mgm-3,8,R,ugm-3,36,R,ugm-3,48,R,ugm-3,74,R,ugm-3,0,R,ugm-3,,,
10-04-2010,15:00,0.2,R,mgm-3,8,R,ugm-3,34,R,ugm-3,46,R,ugm-3,70,R,ugm-3,3,R,ugm-3,,,
10-04-2010,16:00,0.2,R,mgm-3,8,R,ugm-3,40,R,ugm-3,52,R,ugm-3,64,R,ugm-3,5,R,ugm-3,,,
10-04-2010,17:00,0.2,R,mgm-3,5,R,ugm-3,34,R,ugm-3,42,R,ugm-3,62,R,ugm-3,5,R,ugm-3,,,
10-04-2010,18:00,0.2,R,mgm-3,6,R,ugm-3,40,R,ugm-3,50,R,ugm-3,52,R,ugm-3,5,R,ugm-3,,,
10-04-2010,19:00,0.2,R,mgm-3,4,R,ugm-3,38,R,ugm-3,44,R,ugm-3,48,R,ugm-3,5,R,ugm-3,,,
10-04-2010,20:00,0.2,R,mgm-3,4,R,ugm-3,38,R,ugm-3,44,R,ugm-3,50,R,ugm-3,3,R,ugm-3,,,
10-04-2010,21:00,0.2,R,mgm-3,3,R,ugm-3,42,R,ugm-3,46,R,ugm-3,46,R,ugm-3,3,R,ugm-3,,,
10-04-2010,22:00,0.2,R,mgm-3,4,R,ugm-3,48,R,ugm-3,53,R,ugm-3,42,R,ugm-3,3,R,ugm-3,,,
10-04-2010,23:00,0.2,R,mgm-3,4,R,ugm-3,44,R,ugm-3,50,R,ugm-3,46,R,ugm-3,0,R,ugm-3,,,
10-04-2010,24:00,0.2,R,mgm-3,1,R,ugm-3,44,R,ugm-3,46,R,ugm-3,40,R,ugm-3,0,R,ugm-3,,,
11-04-2010,01:00,0.2,R,mgm-3,1,R,ugm-3,36,R,ugm-3,38,R,ugm-3,44,R,ugm-3,0,R,ugm-3,,,
11-04-2010,02:00,0.1,R,mgm-3,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
11-04-2010,03:00,0.1,R,mgm-3,1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,66,R,ugm-3,0,R,ugm-3,,,
11-04-2010,04:00,0.1,R,mgm-3,1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
11-04-2010,05:00,0.1,R,mgm-3,3,R,ugm-3,19,R,ugm-3,23,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
11-04-2010,06:00,0.1,R,mgm-3,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,60,R,ugm-3,0,R,ugm-3,,,
11-04-2010,07:00,0.1,R,mgm-3,3,R,ugm-3,23,R,ugm-3,27,R,ugm-3,52,R,ugm-3,0,R,ugm-3,,,
11-04-2010,08:00,0.2,R,mgm-3,6,R,ugm-3,29,R,ugm-3,38,R,ugm-3,48,R,ugm-3,0,R,ugm-3,,,
11-04-2010,09:00,0.2,R,mgm-3,8,R,ugm-3,32,R,ugm-3,44,R,ugm-3,48,R,ugm-3,3,R,ugm-3,,,
11-04-2010,10:00,0.2,R,mgm-3,15,R,ugm-3,38,R,ugm-3,61,R,ugm-3,48,R,ugm-3,3,R,ugm-3,,,
11-04-2010,11:00,0.2,R,mgm-3,9,R,ugm-3,29,R,ugm-3,42,R,ugm-3,62,R,ugm-3,3,R,ugm-3,,,
